Legislation Name,Jurisdiction,Legislation Type,Act Name,Heading,Section Number,Paragraphs,Specificity,Management Domain,IUCN_L1,IUCN_L2,Clause Type
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",DANGER Placard,4.16,"4.16 (1) Except in the case of the dangerous goods listed in subsection (2) or a flammable gas referred to in subsection (3), a DANGER placard is permitted to be displayed on a large means of containment instead of any other placard required by section 4.15, if (a) the large means of containment contains two or more dangerous goods that require different placards; and (b) the dangerous goods loaded into the large means of containment are contained in two or more small means of containment. (2) The DANGER placard referred to in subsection (1) must not be displayed on a large means of containment for (a) dangerous goods that have a gross mass greater than 1 000 kg, are included in the same class and are offered for transport by one consignor; (b) dangerous goods that require an ERAP; (c) dangerous goods included in Class 1, Explosives; (d) dangerous goods included in Class 2.3, Toxic Gases; (e) dangerous goods included in Class 4.3, Water-reactive Substances; (f) dangerous goods included in Class 5.2, Organic Peroxides, Type B, liquid or solid, that require a control or emergency temperature; (g) dangerous goods included in Class 6.1, Toxic Substances, that are subject to special provision 23; and (h) dangerous goods included in Class 7, Radioactive Materials, that require a Category III - Yellow label. (3) If a road vehicle or railway vehicle to be transported by vessel contains a flammable gas, the flammable gas placard illustrated in the appendix to this Part must be displayed on the road vehicle or railway vehicle.",3,Species Status and Assessment,,,"License, Permitting, & Exemptions"
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992","Options for Class 2, Gases",4.18,"4.18 Despite section 4.15, if a road vehicle transporting toxic gases, flammable gases or oxygen, or gases included in Class 2.2, Non-Flammable and Non-toxic Gases, is placarded with the Toxic Gases placard, the following placards are not required to be displayed on the road vehicle: (a) the Flammable Gases placard; (b) the Oxidizing Gases placard; and (c) the Non-Flammable and Non-toxic Gases placard.",3,Transportation Infrastructure,"4. Transportation, Service & Security Corridors",4.2 Utility & Service Lines,
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Elevated Temperature Sign,4.20,"4.20 (1) In addition to the requirements for placards and UN numbers in section 4.15, the elevated temperature sign must be displayed for dangerous goods that are contained in a large means of containment and that are offered for transport or transported at a temperature greater than or equal to (a) 100?C if the dangerous goods are in a liquid state; and (b) 240?C if the dangerous goods are in a solid state. (2) The elevated temperature sign must be displayed on each side and on each end of the large means of containment next to each primary class placard for the dangerous goods or, if there is a subsidiary class placard, next to the subsidiary class placard.",3,Climate Change and Natural Disasters,11. Climate Change,11.1 Changes in Physical & Chemical Regimes,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Toxic - Inhalation Hazard,4.23,"4.23 A person must not import, offer for transport, handle or transport dangerous goods that are included in Class 6.1, Toxic Substances, in accordance with paragraph 2.28(c) of Part 2 (Classification) or Class 2.3, Toxic Gases, in accordance with paragraph 2.14(c) of Part 2 (Classification), unless the words ""inhalation hazard"" or ""dangereux par inhalation"" are displayed (a) in the case of a small means of containment, in letters at least 12 mm high, next to the shipping name, unless these words are already part of the shipping name; and (b) in the case of a large means of containment, on two opposite sides of the large means of containment, in addition to any placard or placard and UN number required by this Part, in letters (i) at least 6 mm wide and 100 mm high in the case of a tank car, (ii) at least 4 mm wide and 25 mm high in the case of a portable tank or an intermediate bulk container (IBC), and (iii) at least 6 mm wide and 50 mm high in the case of all other large means of containment.",3,Transportation Infrastructure,"4. Transportation, Service & Security Corridors",4.2 Utility & Service Lines,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992","Means of Containment for Class 2, Gases",5.10,"5.10 (1) A person must not offer for transport, handle or transport dangerous goods included in Class 2, Gases, in a means of containment unless the means of containment is manufactured, selected and used in accordance with (a) for transport by road vehicle, (i) CGSB-43.123, if the gas is included in Class 2.1, Flammable Gases or Class 2.2, Non-flammable and Non-toxic Gases, (ii) CSA B340, (iii) CSA B342, (iv) CSA B622, except clause 4.3 of that standard, and, despite any indication to the contrary in CSA B620, Annex B of CSA B620, (v) CSA B625, or (vi) TP 14877, if the means of containment is a ton container; (b) for transport by railway vehicle, (i) CGSB-43.123, if the gas is included in Class 2.1, Flammable Gases or Class 2.2, Non-flammable and Non-toxic Gases, (ii) TP 14877, (iii) CSA B340, (iv) CSA B342, or (v) CSA B625; (c) for transport by aircraft, (i) CGSB-43.123, if the gas is included in Class 2.1, Flammable Gases or Class 2.2, Non-flammable and Non-toxic Gases, (ii) CSA B340, or (iii) CSA B342; and (d) for transport by vessel, (i) CGSB-43.123, if the gas is included in Class 2.1, Flammable Gases or Class 2.2, Non-flammable and Non-toxic Gases, (ii) TP 14877, (iii) CSA B340, (iv) CSA B342, (v) CSA B622, except clause 4.3 of that standard, and, despite any indication to the contrary in CSA B620, Annex B of CSA B620, or (vi) CSA B625. (6) For the purposes of this section, the following requirements apply in respect of a report of requalification, repair, reheat treatment or rebuilding that is referred to in clause 24.7 of CSA B339: (a) the person who prepares the report must give a copy of it to the owner of the means of containment; (b) the person who prepares the report and the owner must each keep a copy of the report for 10 years; and (c) the owner must, during the 10-year period, give a copy of the report to any person to whom ownership of the means of containment is transferred. (11) For the purposes of this section, a person who uses a standardized means of containment in accordance with CSA B622 must use a means of containment that (a) is manufactured in accordance with CSA B620 if it was manufactured in Canada on or after August 31, 2008; and (b) is tested and inspected in accordance with CSA B620 if its most recent periodic re-test or periodic inspection was performed in Canada on or after August 31, 2008. (12) Despite paragraph 11(a), a standardized means of containment that is a TC 51 portable tank and that is used in accordance with CSA B622 may be manufactured in accordance with CSA B620-09. (13) For the purposes of subsection (12), the following requirements of CSA B622 do not apply: (a) the requirement in clause 4.2 respecting TC 51 portable tanks; and (b) the requirement in the footnote respecting TC 51 portable tanks after Table 1 to clause 4.4.3.",3,Transportation Infrastructure,"4. Transportation, Service & Security Corridors",4.2 Utility & Service Lines,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Filling Limits,5.5,"5.5 (1) A person filling a means of containment with dangerous goods must not exceed the maximum quantity limit specified in a safety standard or safety requirement applicable to that means of containment. (2) If the maximum quantity limit for a means of containment is not specified in a safety standard or safety requirement, the person filling the means of containment with dangerous goods (a) must not exceed the maximum quantity limit established by the manufacturer for the means of containment; and (b) must ensure that the means of containment could not become liquid full at any temperature that is less than or equal to 55?C.",3,Fisheries,5. Biological Resource Use & Control,"5.4 Fishing, Harvesting & Controlling Aquatic Species",Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Compatibility Groups,5.7,"5.7 (1) A person must not load or transport with other explosives in the same means of transport, except for a vessel, explosives that have a compatibility group letter listed in column 1 of a row in the following table unless the compatibility group letter of the other explosives is listed in column 2 of the same row: TABLE (2) For a mixed load of two or more explosives with compatibility groups C, D, E, N or S, the compatibility group of the mixed load is the first compatibility group of E, D, C, N or S present in the mixed load. (3) Despite subsection (1), detonators in compatibility group B may be loaded or transported in the same road vehicle with explosives in compatibility group D or N. The compatibility group of the mixed load is D. (4) Despite subsection (1), explosive articles included in compatibility group G, except for fireworks with UN number UN0333, UN0334, UN0335 or UN0336, may be loaded or transported in the same road vehicle together with explosive articles included in compatibility group C, D or E. The compatibility group of the mixed load is E. (5) For a mixed load of two explosives with one of the compatibility groups being S, the compatibility group of the mixed load is that of the other compatibility group.",4,Transportation Infrastructure,"4. Transportation, Service & Security Corridors",4.2 Utility & Service Lines,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Adequate Training,6.2,"6.2 A person is adequately trained if the person has a sound knowledge of all the topics listed in paragraphs (a) to (m) that relate directly to the person's duties and to the dangerous goods the person is expected to handle, offer for transport or transport: (a) the classification criteria and test methods in Part 2 (Classification); (b) shipping names; (c) the use of Schedules 1, 2 and 3; (d) the shipping document and train consist requirements in Part 3 (Documentation); (e) the dangerous goods safety marks requirements in Part 4 (Dangerous Goods Safety Marks); (f) the certification safety marks requirements, safety requirements and safety standards in Part 5 (Means of Containment); (g) the ERAP requirements in Part 7 (Emergency Response Assistance Plan); (h) the report requirements in Part 8 (Reporting Requirements); (i) safe handling and transportation practices for dangerous goods, including the characteristics of the dangerous goods; (j) the proper use of any equipment used to handle or transport the dangerous goods; (k) the reasonable emergency measures the person must take to reduce or eliminate any danger to public safety that results or may reasonably be expected to result from an accidental release of the dangerous goods; (l) for air transport, the aspects of training set out in Chapter 4, Training, of Part 1, General, of the ICAO Technical Instructions for the persons named in that Chapter and the requirements in Part 12 (Air) of these Regulations; and (m) for marine transport, the requirements of the IMDG Code and the requirements of Part 11 (Marine) of these Regulations.",4,Species Status and Assessment,,,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Compensation Limits,7.10,"7.10 (1) Compensation under paragraph 7.9(1)(a) is limited to the compensation that would be paid in relation to the dead, disabled or injured person if the person were insured under (a) the Public Service Management Insurance Plan; (b) the Public Service Health Care Plan, with hospital coverage at level III; and (c) the Public Service Dental Care Plan. (2) Compensation under paragraph 7.9(1)(h) in relation to the replacement of the items listed in subparagraphs 7.9(1)(h)(i), (ii) and (iii) is limited to the cost of an item of equivalent capability and quality. (3) Compensation under paragraph 7.9(1)(i) in relation to damaged property is limited to the fair market value of the property immediately before it is damaged by the person who implements the approved ERAP.",4,Residential and Industrial Development,"1. Residential, Commercial & Recreation Areas",1.2 Commercial & Industrial Areas,Designation
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Requirement to Have an Approved ERAP,7.2,"7.2 (1) For the purposes of subsection 7(1) of the Act, an approved ERAP is required for (a) dangerous goods that have the same UN number and that are contained in a single means of containment, if the quantity of those dangerous goods exceeds the ERAP index in column 7 of Schedule 1; (b) dangerous goods, in a road vehicle or a railway vehicle, that have the same UN number and that are contained in more than one means of containment, if the total quantity of those dangerous goods exceeds the ERAP index in column 7 of Schedule 1 and are included in one of the following classes: (i) Class 3, Flammable Liquids, with a subsidiary class of Class 6.1, Toxic Substances, (ii) Class 4, Flammable Solids; Substances Liable to Spontaneous Combustion; Substances That on Contact with Water Emit Flammable Gases (Water-reactive substances), (iii) Class 5.2, Organic Peroxides, that are Type B or Type C, (iv) Class 6.1, Toxic Substances, that are included in Packing Group I; (c) dangerous goods, in a road vehicle or a railway vehicle, that have the same UN number, and that are contained in more than one large means of containment, if the total quantity of those dangerous goods exceeds the ERAP index in column 7 of Schedule 1; (d) dangerous goods, in a road vehicle or a railway vehicle, that are included in Class 1, Explosives, and that are contained in one or more means of containment, if the total quantity of those dangerous goods exceeds the ERAP index in column 7 of Schedule 1 for the explosives with the lowest index number in that column; (e) dangerous goods that are included in Class 2, Gases, that have the same UN number, that are contained in more than one means of containment - each of which has a capacity greater than 225 L - that are a single unit as a result of being interconnected through a piping arrangement and that are permanently mounted on a structural frame for transport, if the total quantity of those dangerous goods exceeds the ERAP index in column 7 of Schedule 1; (f) any of the following dangerous goods that are transported by rail in a tank car, if the quantity of those dangerous goods in the tank car exceeds 10 000 L: (i) UN1170, ETHANOL with more than 24% ethanol, by volume, ETHANOL SOLUTION with more than 24% ethanol, by volume, ETHYL ALCOHOL with more than 24% ethanol, by volume, or ETHYL ALCOHOL SOLUTION with more than 24% ethanol, by volume, (ii) UN1202, DIESEL FUEL, GAS OIL, or HEATING OIL, LIGHT, (iii) UN1203, GASOLINE, MOTOR SPIRIT, or PETROL, (iv) UN1267, PETROLEUM CRUDE OIL, (v) UN1268, PETROLEUM DISTILLATES, N.O.S., or PETROLEUM PRODUCTS, N.O.S., (vi) UN1863, FUEL, AVIATION, TURBINE ENGINE, (vii) UN1987, ALCOHOLS, N.O.S., (viii) UN1993, FLAMMABLE LIQUID, N.O.S., (ix) UN3295, HYDROCARBONS, LIQUID, N.O.S., (x) UN3475, ETHANOL AND GASOLINE MIXTURE, with more than 10% ethanol, ETHANOL AND MOTOR SPIRIT MIXTURE, with more than 10% ethanol, or ETHANOL AND PETROL MIXTURE, with more than 10% ethanol, and (xi) UN3494, PETROLEUM SOUR CRUDE OIL, FLAMMABLE, TOXIC; and (g) any quantity of dangerous goods that are Risk Group 4 human pathogens within the meaning of the Human Pathogens and Toxins Act. (2) Any substance that would require an ERAP if its classification were determined in accordance with Part 2 (Classification) requires an approved ERAP if its appropriate classification in the ICAO Technical Instructions, the IMDG Code or the UN Recommendations is to be used under subsection 2.2(4).",3,Transportation Infrastructure,"4. Transportation, Service & Security Corridors",4.2 Utility & Service Lines,Designation
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Loss or Theft Report,8.16,"8.16 (1) A person who is required by subsection 18(3) of the Act to report the loss or theft of dangerous goods must, as soon as possible after the loss or theft, report it by telephone to the persons listed in subsection (3) if the lost or stolen dangerous goods are in excess of the quantity set out in subsection (2). (2) For the purposes of subsection (1), the quantities of dangerous goods are (a) any quantity, in the case of the following dangerous goods: (i) UN1261, NITROMETHANE, (ii) UN1357, UREA NITRATE, WETTED, with not less than 20% water, by mass, (iii) UN1485, POTASSIUM CHLORATE, (iv) UN1486, POTASSIUM NITRATE, (v) UN1487, POTASSIUM NITRATE AND SODIUM NITRITE MIXTURE, (vi) UN1489, POTASSIUM PERCHLORATE, (vii) UN1495, SODIUM CHLORATE, (viii) UN1498, SODIUM NITRATE, (ix) UN1499, SODIUM NITRATE AND POTASSIUM NITRATE MIXTURE, (x) UN1511, UREA HYDROGEN PEROXIDE, (xi) UN1796, NITRATING ACID MIXTURE with more than 50% nitric acid, (xii) UN1826, NITRATING ACID MIXTURE, SPENT, with more than 50% nitric acid, (xiii) UN1942, AMMONIUM NITRATE with not more than 0.2% combustible substances, including any organic substance calculated as carbon, to the exclusion of any other added substance, (xiv) UN2014, HYDROGEN PEROXIDE, AQUEOUS SOLUTION with not less than 20% but not more than 60% hydrogen peroxide (stabilized as necessary), (xv) UN2015, HYDROGEN PEROXIDE, AQUEOUS SOLUTION, STABILIZED with more than 60% hydrogen peroxide, or HYDROGEN PEROXIDE, STABILIZED, (xvi) UN2031, NITRIC ACID, other than red fuming, (xvii) UN2032, NITRIC ACID, RED FUMING, (xviii) UN3149, HYDROGEN PEROXIDE AND PEROXYACETIC ACID MIXTURE with acid(s), water and not more than 5% peroxyacetic acid, STABILIZED, and (xix) UN3370, UREA NITRATE, WETTED, with not less than 10% water by mass; (b) any quantity, in the case of dangerous goods in the following primary and subsidiary classes: (i) explosives included in Class 1.1, 1.2 or 1.3, (ii) toxic gases included in Class 2.3, (iii) organic peroxides included in Class 5.2, Type B, liquid or solid, temperature controlled, (iv) toxic substances included in Class 6.1 and Packing Group I, (v) infectious substances included in Class 6.2, and (vi) radioactive materials included in Class 7; and (c) a total quantity of 450 kg or more, in the case of dangerous goods in the following primary and subsidiary classes: (i) explosives included in Class 1.4 (except for 1.4S), 1.5 or 1.6, (ii) flammable gases included in Class 2.1, (iii) flammable liquids included in Class 3, (iv) desensitized explosives included in Class 3 or 4.1, (v) substances liable to spontaneous combustion, pyrophoric solids or liquids, included in Class 4.2 and Packing Group I or II, (vi) water-reactive substances included in Class 4.3 and Packing Group I or II, (vii) oxidizing substances included in Class 5.1 and Packing Group I or II, and (viii) corrosives included in Class 8 and Packing Group I or II. (3) For the purposes of subsection (1), the persons to whom the report must be made are (a) CANUTEC, at 1-888-CANUTEC (1-888-226-8832) or 613-996-6666; (b) in the case of dangerous goods included in Class 1, Explosives, or referred to in paragraph (2)(a) or subparagraph (2)(b)(i) or (c)(i), a Natural Resources Canada inspector, at 613-995-5555; and (c) in the case of dangerous goods included in Class 7, Radioactive Materials, the Canadian Nuclear Safety Commission. (4) A person who made the report referred to in subsection (1) must notify the persons referred to in subsection (3) if that person finds the dangerous goods that were lost or stolen.",3,Species Status and Assessment,,,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Unlawful Interference Report,8.18,"8.18 (1) If there has been unlawful interference with dangerous goods while they were being imported, offered for transport, handled or transported, the person who had the charge, management or control of the goods must, as soon as possible after the discovery of the unlawful interference, report it by telephone to the persons listed in subsection (2). (2) For the purposes of subsection (1), the persons to whom the unlawful interference must be reported are (a) CANUTEC, at 1-888-CANUTEC (1-888-226-8832) or 613-996-6666; (b) in the case of dangerous goods included in Class 1, Explosives, or referred to in paragraph 8.16(2)(a) or subparagraph 8.16(2)(b)(i) or (c)(i), a Natural Resources Canada inspector, at 613-995-5555; and (c) in the case of dangerous goods included in Class 7, Radioactive Materials, the Canadian Nuclear Safety Commission.",4,Species Status and Assessment,,,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992","Release or Anticipated Release Report - Road, Rail or Marine",8.4,"8.4 (1) Subject to subsection (2), a person who has made an emergency report referred to in section 8.2 must, as soon as possible after making it, make a report to the persons listed in subsection (4). (2) Subject to subsection (3), the person is not required to make a report referred to in subsection (1) if the release or anticipated release did not result in (a) the death of a person; (b) a person sustaining injuries that required immediate medical treatment by a health care provider; (c) an evacuation of people or their shelter in place; or (d) the closure of (i) a facility used in the loading and unloading of dangerous goods, or (ii) a road, a main railway line or a main waterway. (3) The person is required to make a report referred to in subsection (1) if (a) a means of containment has been damaged to the extent that its integrity is compromised; or (b) the centre sill or stub sill of a tank car is broken or there is a crack in the metal equal to or greater than 15 cm (6 in.). (4) For the purposes of subsection (1), the persons to whom a report must be made are (a) CANUTEC, at 1-888-CANUTEC (1-888-226-8832) or 613-996-6666; (b) the consignor of the dangerous goods; (c) in the case of dangerous goods included in Class 7, Radioactive Materials, the Canadian Nuclear Safety Commission; and (d) in the case of a vessel, a Vessel Traffic Services Centre or a Canadian Coast Guard radio station.",4,Species Status and Assessment,,,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Dangerous Goods Accident or Incident Report - Air,8.9,"8.9 (1) Subject to subsection (3), a person who is required by subsection 18(1) of the Act to report a release or anticipated release of dangerous goods that are being offered for transport, handled or transported at an aerodrome, at an air cargo facility or by aircraft must as soon as possible after a release or anticipated release, make a report if the dangerous goods are, or could be, in excess of the quantity set out in the following table: TABLE (2) The report referred to in subsection (1) must be made to CANUTEC, at 1-888-CANUTEC (1-888-226-8832) or 613-996-6666, and, in the case of dangerous goods included in Class 7, Radioactive Materials, to the Canadian Nuclear Safety Commission. (3) The person is not required to make the report referred to in subsection (1) if the release or anticipated release does not result in any of the following: (a) the death or injury of a person; (b) damage to property or to the environment; (c) signs that the integrity of a means of containment has been compromised, including signs of fire, of breakage or of fluid or radiation leakage; (d) serious jeopardy to persons on an aircraft or to the aircraft itself; (e) an evacuation of people or their shelter in place; or (f) the closure of an aerodrome, air cargo facility or runway.",3,Transportation Infrastructure,"4. Transportation, Service & Security Corridors",4.2 Utility & Service Lines,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Maximum Net Explosives Quantity in a Road Vehicle,9.5,"9.5 The total net explosives quantity of all explosives that are transported together in a road vehicle must be less than or equal to the following limits: (a) 25 kg if any of the explosives are UN0190, SAMPLES, EXPLOSIVE; (b) 2 000 kg if any of the explosives are included in Class 1.1A; and (c) 20 000 kg.",2,Fisheries,5. Biological Resource Use & Control,"5.4 Fishing, Harvesting & Controlling Aquatic Species",Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Coupling of Railway Vehicles,10.7,"10.7 (1) A person must not couple a railway vehicle with another railway vehicle at a relative coupling speed greater than 9.6 km/h (6 mph) if either of the railway vehicles that make contact on coupling contains dangerous goods for which a placard is required to be displayed in accordance with Part 4 (Dangerous Goods Safety Marks). (2) Despite subsection (1), a person may couple a single railway vehicle moving under its own momentum at a relative coupling speed less than or equal to 12 km/h (7.5 mph) when the ambient temperature is above -25oC. (3) If a person couples a tank car that contains dangerous goods for which a placard is required to be displayed in accordance with Part 4 (Dangerous Goods Safety Marks), with another railway vehicle and the three conditions in any one of the four rows set out in the table to this subsection apply, the person must (a) visually inspect the underframe assembly and coupling and cushioning components of the tank car to ensure their integrity before the tank car is moved more than 2 km from the place where the coupling occurred; and (b) report, in writing, to the owner of the tank car within 10 days after the coupling and include a copy of the text of this section and information about any damage that compromises the integrity of the underframe assembly or draft gear of the tank car discovered as a result of the inspection. TABLE (4) The owner of a tank car who receives the report must not use the tank car or permit the tank car to be used to transport dangerous goods, other than the dangerous goods that were contained in the tank car at the time of the coupling, until the tank car undergoes (a) a visual inspection and a structural integrity inspection in accordance with clause 9.5.6(a) and clause 9.5.7 of TP 14877; and (b) for a tank car equipped with a stub sill, a stub sill inspection covering at least the following areas: (i) the termination of the stub sill reinforcement pad closest to the mid-point of the tank car and associated welds for a 30-cm length from that point back towards the other end of the pad, (ii) all welds (A) connecting the head brace to the stub sill, (B) between the head brace and the head reinforcement pad, and (C) between the tank and the head reinforcement pad and, if the head reinforcement pad is connected to the stub sill reinforcement pad, 2.5 cm past that connection towards the centre of the tank, (iii) all metal of the stub sill assembly, other than welds, from the body bolster to the coupler, and (iv) the draft gear pocket. (5) This section does not apply if either the tank car or the other railway vehicle that was coupled is equipped with a cushioning device designed for a displacement of 15 cm (6 in.) or more in compression and capable of limiting the maximum coupler force to 4 448 kilonewtons (1,000,000 lbf) when impacted at 16.1 km/h (10 mph) by a railway vehicle having a gross mass of 99 790 kg (220,000 lb).",3,Transportation Infrastructure,"4. Transportation, Service & Security Corridors",4.2 Utility & Service Lines,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Flight Deck Loading Restrictions,12.17,"12.17 A person may handle or transport within Canada, by an aircraft that does not have a Class B, Class C or Class D cargo compartment, dangerous goods other than those included in Class 4.3, Water Reactive Substances, if (a) the person complies with (i) paragraphs 12.1(1)(a) to (j), and (ii) the ICAO Technical Instructions, other than section 2.1, Loading restrictions on flight deck and for passenger aircraft, of Chapter 2, Storage and loading, of Part 7, Operator's Responsibilities; (b) a certificate was issued for the aircraft under Subpart 4 of Part VI or Subpart 3 or 4 of Part VII of the Canadian Aviation Regulations; (c) transport of the dangerous goods is not forbidden by Schedule 1 or Schedule 3 of these Regulations or the ICAO Technical Instructions; (d) transport of the dangerous goods is not restricted by the ICAO Technical Instructions to cargo aircraft only; and (e) the dangerous goods are loaded and transported in a compartment that is accessible during flight so that the dangerous goods and any other cargo can be readily reached by a crew member using, if necessary, a hand-held fire extinguisher.",3,Transportation Infrastructure,"4. Transportation, Service & Security Corridors",4.2 Utility & Service Lines,Authorization & Mandate
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Applying for an Equivalency Certificate,13.2,"14.1 A person must apply to the Minister in writing for an equivalency certificate and must include the following information: (a) if the applicant is an individual, the name of the individual; (b) if the applicant is a company or an association, the name of the company or association and each association member, as the names appear in letters patent, articles of incorporation or any other document that shows the legal identity of the company or the association and each association member; (c) the address of the place of business of the applicant; (d) the telephone number, including the area code, and, if applicable, the electronic mailing address and the facsimile number of the applicant; (e) if a person submits an application on behalf of a company or an association, the person's name and position and the telephone number, including the area code, and address of the person's place of business; (f) the classification of the dangerous goods and, if the dangerous goods are in a solution or mixture, the composition and percentage (specified by volume, mass or net explosives quantity) of each chemical; (g) the method of packaging the dangerous goods, including a description of the means of containment and the quantity of dangerous goods in each means of containment; (h) whether the equivalency certificate is requested for transport by road vehicle, railway vehicle, aircraft or vessel; (i) a description of the proposal for an equivalency certificate, including (i) the requirements of the Act or these Regulations that the applicant proposes not to comply with, (ii) the manner in which the activity will be carried out and how that manner will provide a level of safety at least equivalent to that provided by compliance with the Act and these Regulations, and (iii) drawings, plans, calculations, procedures, test results and any other information necessary to support the proposal; (j) the length of time or the schedule of activities for which the equivalency certificate is requested; and (k) the name, position and business telephone number, including the area code, of the person who can be contacted regarding the application for an equivalency certificate and who is authorized by the applicant to speak on the applicant's behalf.",2,Spatial Designation,,,Instruction
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Subsidiary Class Placards on a Large Means of Containment,4.15.1,"4.15.1 A subsidiary class placard for dangerous goods must be displayed, next to the primary class placard for the dangerous goods, on each side and on each end of a large means of containment if the dangerous goods require an ERAP and (a) have a subsidiary class of Class 1, Explosives, in which case the placard is the one illustrated for Class 1.1, 1.2 or 1.3 in the appendix to this Part; (b) have a subsidiary class of Class 4.3, Water-reactive Substances, in which case the placard is the one illustrated for Class 4.3 in the appendix to this Part; (c) have a subsidiary class of Class 6.1, Toxic Substances, and are included in Packing Group I due to inhalation toxicity, in which case the placard is the one illustrated for Class 6.1 in the appendix to this Part; or (d) have a subsidiary class of Class 8, Corrosives, and are UN2977, RADIOACTIVE MATERIAL, URANIUM HEXAFLUORIDE, FISSILE, or UN2978, RADIOACTIVE MATERIAL, URANIUM HEXAFLUORIDE, non-fissile or fissile excepted, in which case the placard is the one illustrated for Class 8 in the appendix to this Part.",3,Pollution,,,Designation
Transportation of Dangerous Goods Regulations (SOR/2001-286),Federal,Regulations,"TRANSPORTATION OF DANGEROUS GOODS ACT, 1992",Placarding Exemption for Dangerous Goods Having a Gross Mass of 500 kg or Less,4.16.1,"4.16.1 (1) Except in the case of the dangerous goods listed in subsection (2), a placard is not required to be displayed on a road vehicle or railway vehicle if the dangerous goods in or on the road vehicle or railway vehicle have a gross mass that is less than or equal to 500 kg. (2) The exemption set out in subsection (1) does not apply to dangerous goods (a) requiring an ERAP; (b) requiring the display of a subsidiary class placard in accordance with section 4.15.1; (c) included in Class 1, Explosives, except for (i) explosives referred to in subsection 4.17(1), and (ii) explosives included in Class 1.1, 1.2, 1.3 or 1.5, if (A) the explosives are not subject to special provision 85 or 86 and have a net explosives quantity that is less than or equal to 10 kg, or (B) the explosives are subject to special provision 85 or 86 and the number of articles of explosives is less than or equal to 1 000; (d) included in Class 2.1, Flammable Gases, if the road vehicle or railway vehicle is to be transported by vessel; (e) included in Class 2.3, Toxic Gases; (f) included in Class 4.3, Water-reactive Substances; (g) included in Class 5.2, Organic Peroxides, Type B, liquid or solid, that require a control or emergency temperature; (h) included in Class 6.1, Toxic Substances, that are subject to special provision 23; or (i) included in Class 7, Radioactive Materials, that require a Category III - Yellow label.",2,Species Status and Assessment,,,"License, Permitting, & Exemptions"
